1, 23.5, 5.5, 1.5708, 2, 0.5, 0.026, 4, 4, 5, 0, 0, 0, 0, 0
0, 22, 6, 0, 2, 0.5, 0.026, 4, 4, 5, 0, 0, 0, 0, 0

1, 23.5531, 5.49815, 1.50539, 2.27766, 0.5, 0.026, 4, 4, 5, 0, 0, 0, 0, 0
0, 21.9469, 6.00185, 0.00282711, 2.27766, 0.5, 0.026, 4, 4, 5, 0, 0, 0, 0, 0

1, 23.6189, 5.49186, 1.44876, 2.59386, 0.5, 0.026, 4, 4, 5, 0, 0, 0, 0, 0
0, 21.8811, 6.00814, 0.0126208, 2.59386, 0.5, 0.026, 4, 4, 5, 0, 0, 0, 0, 0

1, 23.6954, 5.4805, 1.39988, 2.95396, 0.5, 0.026, 4, 4, 5, 0, 0, 0, 0, 0
0, 21.8046, 6.0195, 0.0305285, 2.95396, 0.5, 0.026, 4, 4, 5, 0, 0, 0, 0, 0

1, 23.7806, 5.46379, 1.35603, 3.36406, 0.5, 0.026, 4, 4, 5, 0, 0, 0, 0, 0
0, 21.7194, 6.03621, 0.0569428, 3.36406, 0.5, 0.026, 4, 4, 5, 0, 0, 0, 0, 0

1, 23.8724, 5.44174, 1.31477, 3.83108, 0.5, 0.026, 4, 4, 5, 0, 0, 0, 0, 0
0, 21.6276, 6.05826, 0.0915287, 3.83108, 0.5, 0.026, 4, 4, 5, 0, 0, 0, 0, 0

01, 20.4941, 5.95083, 0.103677, 2.17034, 0.5, 0.026, 4, 4, 5, 0, 0, 0, 0, 0
11, 23.6186, 4.4263, 1.3084, 2.16394, 0.5, 0.026, 4, 4, 5, 0, 0, 0, 0, 0
00, 22.6569, 6.20392, 0.150758, 2.1926, 0.5, 0.026, 4, 4, 5, 0, 0, 0, 0, 0
10, 24.2861, 6.48392, 1.41489, 2.199, 0.5, 0.026, 4, 4, 5, 0, 0, 0, 0, 0

01, 20.2805, 5.93343, 0.111345, 2.47165, 0.5, 0.026, 4, 4, 5, 0, 0, 0, 0, 0
11, 23.5759, 4.36037, 1.3456, 2.46436, 0.5, 0.026, 4, 4, 5, 0, 0, 0, 0, 0
00, 22.734, 6.23256, 0.238875, 2.497, 0.5, 0.026, 4, 4, 5, 0, 0, 0, 0, 0
10, 24.4621, 6.53741, 1.54139, 2.50429, 0.5, 0.026, 4, 4, 5, 0, 0, 0, 0, 0

01, 20.0787, 5.94725, 0.167836, 2.81478, 0.5, 0.026, 4, 4, 5, 0, 0, 0, 0, 0
11, 23.5532, 4.34382, 1.37209, 2.80648, 0.5, 0.026, 4, 4, 5, 0, 0, 0, 0, 0
00, 22.7866, 6.21895, 0.40592, 2.84365, 0.5, 0.026, 4, 4, 5, 0, 0, 0, 0, 0
10, 24.6312, 6.55363, 1.58857, 2.85196, 0.5, 0.026, 4, 4, 5, 0, 0, 0, 0, 0

01, 19.9968, 5.98488, 0.238562, 3.20555, 0.5, 0.026, 4, 4, 5, 0, 0, 0, 0, 0
11, 23.5436, 4.34103, 1.38397, 3.1961, 0.5, 0.026, 4, 4, 5, 0, 0, 0, 0, 0
00, 22.777, 6.17994, 0.551915, 3.23843, 0.5, 0.026, 4, 4, 5, 0, 0, 0, 0, 0
10, 24.731, 6.55815, 1.58597, 3.24789, 0.5, 0.026, 4, 4, 5, 0, 0, 0, 0, 0

01, 19.983, 6.00084, 0.262148, 3.65057, 0.5, 0.026, 4, 4, 5, 0, 0, 0, 0, 0
11, 23.5436, 4.34103, 1.38397, 3.63981, 0.5, 0.026, 4, 4, 5, 0, 0, 0, 0, 0
00, 22.7186, 6.16378, 0.625946, 3.68802, 0.5, 0.026, 4, 4, 5, 0, 0, 0, 0, 0
10, 24.8028, 6.5585, 1.56439, 3.69879, 0.5, 0.026, 4, 4, 5, 0, 0, 0, 0, 0

011, 19.0079, 5.73674, 0.268843, 2.05998, 0.5, 0.026, 4, 4, 5, 0, 0, 0, 0, 0
111, 23.3386, 3.26143, 1.37636, 2.10312, 0.5, 0.026, 4, 4, 5, 0, 0, 0, 0, 0
010, 21.0004, 6.31878, 0.306658, 2.09739, 0.5, 0.026, 4, 4, 5, 0, 0, 0, 0, 0
001, 21.8158, 5.45056, 0.652056, 2.13601, 0.5, 0.026, 4, 4, 5, 0, 0, 0, 0, 0
110, 23.7321, 5.29362, 1.38271, 2.04199, 0.5, 0.026, 4, 4, 5, 0, 0, 0, 0, 0
000, 23.4424, 6.77281, 0.660556, 2.06401, 0.5, 0.026, 4, 4, 5, 0, 0, 0, 0, 0
101, 24.8242, 5.43124, 1.55559, 2.14622, 0.5, 0.026, 4, 4, 5, 0, 0, 0, 0, 0
100, 24.8708, 7.53418, 1.54797, 2.06606, 0.5, 0.026, 4, 4, 5, 0, 0, 0, 0, 0

011, 18.8667, 5.6966, 0.266833, 2.34597, 0.5, 0.026, 4, 4, 5, 0, 0, 0, 0, 0
111, 23.3064, 3.09508, 1.37541, 2.39509, 0.5, 0.026, 4, 4, 5, 0, 0, 0, 0, 0
010, 21.133, 6.36641, 0.330631, 2.38857, 0.5, 0.026, 4, 4, 5, 0, 0, 0, 0, 0
001, 21.7169, 5.3302, 0.596727, 2.43254, 0.5, 0.026, 4, 4, 5, 0, 0, 0, 0, 0
110, 23.7671, 5.40636, 1.36097, 2.32548, 0.5, 0.026, 4, 4, 5, 0, 0, 0, 0, 0
000, 23.4317, 6.94714, 0.643151, 2.35056, 0.5, 0.026, 4, 4, 5, 0, 0, 0, 0, 0
101, 24.8585, 5.29092, 1.50908, 2.44418, 0.5, 0.026, 4, 4, 5, 0, 0, 0, 0, 0
